25 3 49 32 486 12 106 3 487 33 1246 1 22 7 488 4 1 56 1247 44 25 32 1248 29 431 4 34 32 28 203 2 	0	0	0
34 77 1249 106 620 489 3 1250 1251 490 15 1252 3 4 1253 100 111 29 1 170 2 	0	0	0
1 9 7 621 60 373 51 60 622 4 1 204 374 2 	1	0	0
623 21 22 17 	2	0	0
8 31 432 33 433 3 205 148 3 1 9 5 57 811 3 812 16 2 	1	2	0
433 5 1 46 39 29 813 624 4 18 625 2 	2	2	0
1 626 1254 5 57 107 4 1 1255 1256 1257 27 1258 7 86 12 21 186 2 	1	2	0
1 58 124 5 295 4 73 205 16 814 2 	3	2	0
1 58 124 5 295 4 73 205 16 814 2 	4	2	0
15 1 78 3 20 67 23 108 21 95 18 136 2 	5	2	0
8 7 28 296 27 21 39 2 	2	0	0
8 36 10 297 627 628 148 206 491 815 327 65 27 1 298 8 1259 1260 2 	0	0	0
9 7 629 3 187 14 2 	1	1	0
630 219 7 434 171 631 1261 1262 7 88 112 492 816 4 36 10 817 6 170 27 632 4 203 220 2 	6	0	0
8 25 74 77 41 65 10 21 22 109 2 	2	0	0
188 29 6 435 263 1263 1264 3 27 137 818 101 1 819 3 4 8 221 45 633 21 7 1 22 11 1265 240 820 3 138 11 7 45 14 17 	2	2	0
13 7 634 3 635 222 6 636 61 34 264 3 4 1 78 149 30 40 375 17 17 17 	0	2	0
13 7 634 3 635 222 6 636 61 34 264 3 4 1 78 149 30 40 375 17 17 17 	1	2	0
13 7 634 3 635 222 6 636 61 34 264 3 4 1 78 149 30 40 375 17 17 17 	5	2	0
20 149 30 41 299 62 2 	2	2	0
172 87 18 131 241 8 120 11 6 493 10 207 39 433 29 813 624 2 	2	2	0
118 5 57 376 10 377 3 1 13 5 42 3 1 70 208 4 637 2 	1	2	0
118 5 57 376 10 377 3 1 13 5 42 3 1 70 208 4 637 2 	0	2	0
118 5 57 376 10 377 3 1 13 5 42 3 1 70 208 4 637 2 	6	2	0
8 36 1 626 1266 98 29 37 160 207 4 11 7 378 2 	1	2	0
149 30 102 102 15 37 379 207 2 	2	2	0
1 9 5 28 150 43 1 125 1267 494 5 6 113 60 373 3 172 223 34 328 5 60 373 62 2 	1	0	0
1 119 223 8 1268 495 7 71 821 173 98 27 638 1269 2 	1	2	0
8 36 77 36 638 822 206 19 8 224 11 7 823 4 99 54 121 139 639 6 113 88 824 50 2 	1	2	0
8 36 77 36 638 822 206 19 8 224 11 7 823 4 99 54 121 139 639 6 113 88 824 50 2 	7	2	0
71 329 124 7 300 3 19 25 32 209 15 828 829 3 72 7 30 641 19 132 15 106 642 830 17 	3	2	0
71 329 124 7 300 3 19 25 32 209 15 828 829 3 72 7 30 641 19 132 15 106 642 830 17 	0	2	0
25 188 210 1275 29 6 1276 4 11 36 831 266 6 113 92 242 45 1 13 7 14 17 	0	2	0
25 140 1277 1278 1279 2 	2	2	0
1 174 175 2 	2	2	0
13 81 4 225 2 	0	2	0
55 30 832 21 22 1280 1281 3 20 31 10 82 11 10 833 11 3 6 301 226 83 301 15 1 1282 1283 2 	2	2	0
1 9 5 330 2 	1	1	0
190 3 11 35 1 13 24 1284 6 243 267 18 37 497 2 	0	0	0
8 1285 10 31 6 1286 24 1287 1288 27 6 89 113 12 498 1289 3 72 1290 23 1291 6 227 1292 91 3 1293 120 91 103 243 834 15 1294 44 499 3 51 1 643 2 	0	0	0
8 436 3 20 32 60 500 1295 176 64 1296 1297 1298 4 209 835 3 19 37 1299 5 8 191 62 10 108 4 228 1 1300 12 177 3 1301 6 302 161 2 	0	0	0
95 3 8 151 30 268 11 49 3 4 1302 3 8 31 644 437 8 67 244 12 90 37 161 2 	2	0	0
1 160 87 8 1303 92 11 645 192 488 2 1304 2 	8	0	0
9 5 14 2 	1	2	0
13 5 152 382 2 	0	2	0
8 31 93 211 65 109 4 109 2 	2	2	0
8 1305 10 832 6 84 39 92 126 501 1306 3 72 7 1307 33 84 836 2 	1	2	0
11 837 18 37 89 497 4 1 174 1308 23 60 1309 3 646 3 4 383 647 2 	1	2	0
1 84 648 192 96 4 7 1310 1311 2 	1	2	0
1 141 10 137 1312 7 122 16 34 151 30 82 10 1313 1 141 2 	7	2	0
25 502 1314 12 1 649 78 84 269 29 650 45 11 7 95 76 11 2 	1	2	0
438 187 121 40 838 83 1 1315 2 	8	2	0
18 1 384 3 21 22 1316 6 95 1317 3 27 11 3 270 651 2 	8	2	0
1 9 7 95 331 4 1 13 839 2 	1	2	0
1 9 7 95 331 4 1 13 839 2 	0	2	0
8 191 211 65 2 	2	2	0
265 245 11 35 44 1318 86 12 136 4 840 6 1319 12 1320 2 	6	2	0
1 841 439 79 5 76 172 842 4 20 68 88 112 303 54 178 18 843 4 127 50 2 	7	2	0
1 841 439 79 5 76 172 842 4 20 68 88 112 303 54 178 18 843 4 127 50 2 	9	2	0
8 74 40 211 65 4 844 94 11 17 	2	2	0
11 5 304 3 61 5 1 305 2 	1	2	0
11 5 304 3 61 5 1 305 2 	9	2	0
104 652 4 49 5 162 99 9 3 38 12 11 96 4 845 846 2 	1	2	0
104 652 4 49 5 162 99 9 3 38 12 11 96 4 845 846 2 	9	2	0
8 221 23 6 847 19 3 385 38 1 111 32 14 2 	1	2	0
41 653 4 228 2 	2	2	0
1 9 62 5 332 16 3 19 119 47 20 44 10 102 15 11 2 	1	2	0
1 9 62 5 332 16 3 19 119 47 20 44 10 102 15 11 2 	0	0	0
1 13 1328 83 263 10 263 333 34 153 28 53 3 4 333 23 2 	0	0	0
1 654 190 3 5 385 57 503 2 	0	0	0
122 3 1329 47 20 44 64 9 229 126 332 246 47 20 55 30 2 	1	0	0
1 110 5 192 4 53 15 655 3 45 6 386 334 62 66 335 40 46 2 	6	2	0
387 10 24 14 13 4 14 9 33 6 154 78 4 20 31 504 1 848 12 6 14 384 2 	0	2	0
387 10 24 14 13 4 14 9 33 6 154 78 4 20 31 504 1 848 12 6 14 384 2 	1	2	0
1 1330 656 193 7 378 4 8 94 11 2 	1	2	0
336 20 1331 840 1332 3 20 153 1333 18 6 114 3 176 1 849 1334 850 505 2 	6	2	0
21 374 39 5 61 337 61 11 338 3 27 24 851 850 1335 2 	6	2	0
1 9 7 150 10 339 150 171 1 306 852 388 307 657 23 853 658 3 4 1 854 23 659 18 142 143 2 	7	2	0
190 3 41 15 1 110 3 4 440 1 9 80 6 855 15 6 240 856 1 186 17 	6	2	0
190 3 41 15 1 110 3 4 440 1 9 80 6 855 15 6 240 856 1 186 17 	1	1	0
11 7 441 2 	2	0	0
1 63 7 857 340 4 1 212 7 30 105 1336 837 17 	1	0	0
21 73 213 10 40 69 12 1 128 858 163 18 625 2 	2	0	0
1 63 5 129 4 341 2 	1	0	0
1 63 5 129 4 341 2 	9	0	0
6 155 507 3 38 210 2 	2	0	0
8 244 8 139 36 123 1 46 508 12 37 860 33 1337 2 	1	2	0
1 271 5 107 3 49 35 6 16 58 124 3 4 1 133 663 79 57 442 123 14 664 2 	1	2	0
1 271 5 107 3 49 35 6 16 58 124 3 4 1 133 663 79 57 442 123 14 664 2 	3	2	0
1 271 5 107 3 49 35 6 16 58 124 3 4 1 133 663 79 57 442 123 14 664 2 	7	2	0
1 1338 12 665 96 343 18 1 111 26 1339 19 75 48 2 	1	2	0
76 1 240 83 136 2 	2	2	0
46 509 8 133 36 4 14 308 510 230 861 2 	1	2	0
46 509 8 133 36 4 14 308 510 230 861 2 	7	2	0
37 511 36 1 512 390 72 26 156 4 345 11 2 	1	2	0
61 6 231 1340 3 8 139 443 18 1 1341 248 15 194 666 195 3 19 8 7 80 45 862 33 21 22 2 	2	2	0
21 22 5 1 128 231 11 67 133 68 2 	8	2	0
1 513 3 1 309 514 3 9 3 4 105 38 1 391 26 38 444 231 2 	8	2	0
1 513 3 1 309 514 3 9 3 4 105 38 1 391 26 38 444 231 2 	7	2	0
1 513 3 1 309 514 3 9 3 4 105 38 1 391 26 38 444 231 2 	1	2	0
1 513 3 1 309 514 3 9 3 4 105 38 1 391 26 38 444 231 2 	0	2	0
21 22 5 76 85 69 863 864 2 	2	2	0
8 221 45 515 65 62 109 3 61 162 61 8 67 2 	2	2	0
865 5 85 516 392 346 164 386 19 1342 3 27 95 331 667 306 505 866 3 16 309 3 6 232 4 1343 59 2 	1	2	0
37 511 4 8 57 228 1 1344 3 23 57 95 1345 19 1346 81 3 56 3 38 12 1347 31 6 1348 2 	0	2	0
330 58 33 154 52 2 	10	1	0
330 58 33 154 52 2 	4	2	0
31 93 1349 12 148 4 77 867 10 228 1 161 2 	2	2	0
868 8 1350 10 82 347 22 29 1 1351 3 8 68 1352 24 8 151 30 80 41 10 1353 1354 2 	2	2	0
21 5 92 272 37 233 22 18 1 310 2 	2	2	0
1 13 5 42 3 1 70 5 14 3 4 1 9 5 48 4 517 18 393 204 2 	6	2	0
1 13 5 42 3 1 70 5 14 3 4 1 9 5 48 4 517 18 393 204 2 	1	2	0
1 13 5 42 3 1 70 5 14 3 4 1 9 5 48 4 517 18 393 204 2 	7	2	0
8 191 1355 10 1 1356 2 	2	2	0
21 22 5 668 374 2 	6	0	0
34 1357 10 1358 1359 12 435 51 88 29 669 2 	0	0	0
1 869 5 203 10 1 493 12 230 870 2 	0	0	0
1 9 7 246 445 2 	1	0	0
8 80 55 30 1360 38 1 871 43 	2	0	0
25 31 93 10 21 22 205 148 3 4 57 31 14 9 3 58 3 4 13 2 	1	2	0
25 31 93 10 21 22 205 148 3 4 57 31 14 9 3 58 3 4 13 2 	10	2	0
25 31 93 10 21 22 205 148 3 4 57 31 14 9 3 58 3 4 13 2 	0	2	0
61 57 25 36 6 14 394 12 58 234 25 670 2 	10	2	0
115 25 518 3 25 213 14 4 144 13 2 	0	2	0
1 165 24 249 49 26 57 45 81 20 1361 20 26 18 131 241 333 2 	0	2	0
120 179 20 82 21 22 61 348 61 20 67 2 	2	2	0
21 5 6 219 39 10 41 10 2 	2	2	0
1 63 5 519 4 8 44 1 872 2 	1	2	0
1 63 5 519 4 8 44 1 872 2 	6	2	0
8 188 49 15 334 4 11 7 23 61 16 61 8 395 83 1 671 8 1362 2 	1	0	0
273 7 1363 4 1 9 151 30 31 162 396 2 	1	0	0
8 55 30 244 8 66 41 109 2 	2	0	0
21 22 5 14 2 	2	2	0
8 36 6 156 349 15 37 520 4 25 32 95 1364 521 12 2 	0	2	0
1 446 7 28 873 27 106 4 1 9 5 874 17 	0	2	0
1 446 7 28 873 27 106 4 1 9 5 874 17 	1	2	0
13 7 274 3 81 4 14 2 	0	2	0
383 29 1 180 196 19 76 11 17 	5	0	0
14 63 4 181 13 2 	1	2	0
14 63 4 181 13 2 	0	2	0
49 7 6 114 102 3 19 1365 112 8 395 2 	0	2	0
875 33 1 672 12 6 876 1366 2 	11	2	0
28 337 4 232 311 250 	6	2	0
8 74 40 65 17 	2	2	0
21 5 1 46 84 18 131 241 166 877 266 2 	1	2	0
1 22 5 114 4 397 19 1 9 5 181 2 	6	0	0
1 22 5 114 4 397 19 1 9 5 181 2 	1	2	0
68 1 275 12 1367 2 	1	2	0
522 878 73 57 93 6 879 27 91 3 8 41 49 492 15 1 84 3 72 5 14 3 1 125 9 5 42 60 2 	1	2	0
522 878 73 57 93 6 879 27 91 3 8 41 49 492 15 1 84 3 72 5 14 3 1 125 9 5 42 60 2 	2	2	0
27 1 14 523 29 1 79 3 8 108 62 348 4 77 68 835 2 	7	2	0
1 59 5 30 1 447 3 19 8 880 24 35 247 34 350 1 52 266 2 	6	0	0
1 59 5 30 1 447 3 19 8 880 24 35 247 34 350 1 52 266 2 	5	2	0
11 35 38 90 1 9 17 17 	1	2	0
19 115 25 645 33 1 79 3 49 32 30 6 197 12 398 3 128 12 431 32 251 18 1 276 1368 2 	7	0	0
399 277 32 155 3 19 23 16 4 524 7 30 96 2 	7	1	0
399 277 32 155 3 19 23 16 4 524 7 30 96 2 	1	0	0
1369 35 5 44 1370 222 437 662 64 673 4 34 26 351 633 20 327 2 	0	2	0
82 1 1371 275 3 11 5 10 525 15 2 	1	2	0
82 118 15 24 526 3 11 5 38 16 2 	1	2	0
8 31 93 211 49 448 11 1372 4 8 149 30 68 303 2 	2	2	0
