2 99 13 44 175 3 2 19 816 3 5 2 4 1198 1 	3 	2	0
21 13 2 488 245 119 9 68 124 41 1 	4 	0	0
2 99 11 811 3 2 309 11 1852 5 271 787 3 5 2 4 11 60 14 21 385 22 	0 	2	0
9 280 176 110 16 15 8 141 719 211 16 1958 5 1070 774 5 93 12 1 	2 	2	0
2 92 300 48 66 2 304 5 547 46 11 173 5 9 78 110 27 138 152 8 308 51 36 161 168 10 42 17 285 1 	0 	2	0
51 18 32 482 114 2079 2 312 550 24 1237 10 30 4 10 3705 65 624 3 922 305 26 42 2 62 1128 1 	0 	1	0
36 544 103 88 5 2 4 13 507 132 5 88 28 423 1 	0 	2	0
338 70 2042 1 	4 	1	0
1131 58 2 2741 3 2742 2743 2744 655 25 2 1611 2745 160 31 2746 25 27 350 3 18 313 8 1786 1049 14 1787 3 2747 2748 3 69 958 1258 114 418 10 42 463 36 32 715 3 1788 2749 114 153 410 545 460 36 32 410 2750 271 1701 	3 	1	0
21 11 38 145 74 1858 8 476 15 8 43 125 2 4 5 12 13 98 1 	4 	2	0
35 296 3 1226 5 8 33 29 10 698 60 17 1 	4 	2	0
78 35 12 22 	2 	2	0
51 18 55 231 4 64 2 148 1856 1 	0 	2	0
5 20 40 4124 1265 1 	4 	0	0
2 4 11 423 734 5 1755 1 	0 	2	0
51 18 1521 8 194 476 3 16 31 125 18 53 37 545 77 781 31 11 52 81 1 	4 	2	0
168 10 1107 11 55 168 10 70 220 2141 31 353 15 89 3 4283 27 70 2141 11 8 35 238 1444 1 	4 	2	0
2 386 83 268 26 42 1602 22 	0 	2	0
20 2497 55 33 122 5 121 60 265 24 922 13 162 10 241 15 77 20 150 1 	1 	0	0
9 316 47 50 904 39 111 75 9 64 224 345 45 9 53 37 30 10 363 25 1672 65 2882 1 	4 	1	0
20 40 188 509 39 2 147 129 20 1600 2 1061 3 24 2400 226 58 2 147 75 20 902 71 172 3 2 91 201 13 1062 2 105 208 10 103 525 2 553 297 16 1 	4 	0	0
16 31 8 101 35 363 3 658 20 150 278 224 14 592 1239 1 	1 	2	0
16 399 37 1377 2 1146 24 9 113 59 410 174 71 15 2 4 1 	0 	0	0
51 70 220 390 4 11 1414 3005 148 3 184 21 11 26 70 29 1 	0 	0	0
8 214 58 2113 5 9 118 34 8 1427 111 172 4027 1 	4 	1	0
136 74 3 2 4 196 76 4137 4138 3 16 11 8 256 324 341 90 16 440 10 3 5 2 12 240 149 42 419 14 2 572 1 	2 	0	0
47 56 1 	4 	2	0
314 12 426 233 3 24 27 120 42 125 20 40 2100 14 103 1 	2 	2	0
2840 2841 	4 	1	0
45 51 18 180 8 93 3 1068 144 39 1520 3 47 718 15 2 644 28 780 671 28 606 1 	0 	2	0
176 310 10 52 22 	4 	2	0
58 2 467 4 3 10 2 318 127 3 10 2 112 12 3 21 998 189 206 319 37 768 8 695 1 	0 	2	0
2 4 218 32 101 251 1 	0 	2	0
20 40 1411 10 298 163 224 63 244 49 20 41 348 5 310 2 29 17 2 548 1 	4 	0	0
2 12 13 112 5 2 127 13 566 1 	2 	2	0
34 8 1129 401 111 3 9 13 25 8 249 14 356 39 2 379 147 1 	4 	1	0
21 29 11 78 44 341 5 731 1 	3 	2	0
16 31 2 86 29 18 82 64 535 210 461 982 4 1 	0 	2	0
2 99 13 1691 5 278 14 1699 1 	2 	2	0
948 25 2 148 3 344 3 5 504 134 1 	0 	2	0
2 4 11 35 5 36 30 8 33 3033 14 593 39 301 106 1 	1 	2	0
87 137 143 33 458 3 2 106 32 84 327 1 	1 	0	0
425 4 5 425 12 1 	0 	0	0
227 13 1389 5 2 4 126 37 30 157 498 1 	0 	0	0
52 2 1097 32 287 5 2 1093 1597 11 94 14 2 62 27 9 30 41 17 2 154 1 	0 	2	0
47 478 5 18 399 37 180 10 357 1 	4 	2	0
2963 62 9 68 314 328 14 2 396 2964 1 	0 	2	0
20 156 2 141 3 873 2237 3 27 13 45 2238 25 1517 3 16 13 1518 10 121 1 	0 	0	0
73 125 16 31 237 319 26 674 2 218 32 135 65 2 4 11 4392 3 16 11 35 22 	0 	2	0
35 4 5 2 106 32 44 301 1 	1 	2	0
9 59 95 107 15 8 104 10 121 3 16 73 11 26 27 35 1 	4 	0	0
4156 27 59 42 4157 3 193 36 40 52 80 5 38 1069 126 26 1423 1 	0 	2	0
213 884 24 101 33 4 25 228 301 23 1 	0 	2	0
16 31 55 36 297 3225 148 3 1928 627 5 1979 1163 3226 136 16 48 2 227 13 3227 5 654 46 1 	0 	0	0
50 11 213 72 513 90 27 1 	4 	2	0
30 2930 219 1400 15 501 216 5 2 4 2931 98 1 	0 	2	0
2 500 32 72 1684 184 2569 427 252 122 1 	0 	2	0
38 457 5 9 30 54 168 10 146 15 216 5 59 37 768 1300 3 833 4 11 241 24 16 31 130 212 22 	4 	1	0
2 3957 5 3958 49 490 3959 11 8 383 5 462 753 10 8 128 1196 144 1 	0 	2	0
9 169 480 10 30 1478 17 2 189 5 2 4 11 44 2116 1 	4 	2	0
9 118 10 2951 34 8 762 796 25 592 14 38 1164 3 5 691 263 1068 1165 50 1 	4 	2	0
2 3108 3109 290 41 97 459 498 1926 1 	0 	0	0
16 11 77 846 283 11 52 81 1 	4 	2	0
2 960 5 2898 134 203 35 1 	0 	2	0
2 12 13 112 5 2 127 13 566 1 	3 	2	0
18 158 58 8 83 3 45 18 357 516 55 18 1041 2 278 119 1 	4 	0	0
2 710 320 70 607 451 15 72 1 	0 	2	0
155 11 98 3 2 83 11 222 763 3 5 18 121 25 8 680 34 221 895 14 2 154 1 	0 	2	0
2 4 13 26 44 166 3 2 2608 40 481 87 15 274 8 327 196 43 1 	0 	0	0
20 41 35 500 48 730 2 62 3639 9 68 124 41 46 5 184 36 834 61 139 89 403 3 34 2 353 1 	0 	2	0
48 4 13 720 66 8 2066 3 26 232 46 20 150 97 204 834 15 2 452 3 63 451 5 92 666 2067 474 63 439 144 3 75 20 59 30 983 691 286 91 502 34 92 1 	2 	0	0
3601 3602 1716 22 	4 	1	0
107 99 11 3405 3406 14 70 522 24 143 2 62 996 34 2 1880 22 	0 	2	0
20 52 358 16 13 133 16 1 	1 	2	0
2 159 32 8 1294 2099 3 24 12 99 3 445 3 64 136 4330 1 	0 	2	0
2 4 56 11 448 33 3 24 86 51 18 55 10 107 15 16 1 	2 	0	0
2 197 17 21 29 11 44 1108 28 3936 5 2 370 14 29 18 378 17 2 334 369 28 26 229 3 73 455 3 135 5 3937 1 	3 	2	0
30 2 3754 851 1 	0 	2	0
53 37 357 239 468 57 111 17 1340 1 	4 	2	0
53 37 1620 21 29 2442 2443 3 18 30 10 85 16 10 735 16 3 8 380 226 58 380 15 2 2444 1621 1 	4 	2	0
2 377 32 4176 162 84 506 3 2 83 11 683 14 183 238 43 3 5 2 92 244 11 499 427 1 	1 	0	0
1990 3 2 33 1444 964 184 1 	0 	2	0
51 18 32 8 755 3 21 101 11 37 8 33 29 10 47 1 	4 	0	0
789 789 11 57 14 315 653 189 886 242 18 190 18 69 78 30 8 33 144 39 8 852 23 1 	0 	2	0
118 165 1427 1 	4 	1	0
9 140 2 524 27 2 79 710 45 33 5 11 45 237 1 	0 	2	0
75 9 422 39 831 9 13 3828 71 3 17 8 3829 33 829 1 	4 	2	0
286 675 11 128 14 2 638 32 2007 1 	4 	2	0
139 201 1848 66 2 232 10 217 16 226 48 20 41 37 87 562 39 16 271 3 20 41 278 802 271 10 403 46 3 2 446 2885 5 463 103 36 1849 2 104 15 105 25 417 1 	2 	0	0
101 137 3 242 31 2 1320 230 	0 	0	0
2 99 13 44 175 3 2 19 816 3 5 2 4 1198 1 	0 	2	0
9 118 10 3318 25 38 632 3 5 9 140 16 1 	4 	2	0
58 2 565 976 10 2 3299 620 3 9 358 55 3300 5 348 254 511 14 16 1 	0 	2	0
193 3 12 13 49 724 49 1949 1491 443 9 41 1 	2 	1	0
20 86 156 500 5 159 3 24 97 1380 40 834 1 	2 	0	0
9 101 110 2 44 455 4384 48 1341 46 311 1 	0 	2	0
2 4 13 181 3 2 12 13 45 175 5 1847 3 5 198 81 27 19 22 	0 	2	0
2 841 32 585 3 1118 5 162 427 1 	1 	0	0
9 59 149 110 1203 31 5 187 631 16 57 14 38 333 189 2172 1 	4 	2	0
2 377 32 4176 162 84 506 3 2 83 11 683 14 183 238 43 3 5 2 92 244 11 499 427 1 	0 	1	0
204 407 11 8 3462 832 5 35 1227 39 91 587 1 	1 	2	0
383 5 3830 1 	3 	2	0
2 86 340 9 1624 348 13 67 873 148 141 25 1625 2448 1 	0 	1	0
911 92 244 3 1691 99 3 112 748 5 61 2585 3 124 28 1689 83 365 103 360 71 1 	2 	2	0
2 12 13 175 3 271 3964 3 2 4 13 275 116 90 164 1873 122 17 804 5 2 92 244 11 763 5 88 351 1 	0 	2	0
2 29 11 135 5 661 24 2 4 11 287 1 	3 	0	0
2 92 244 11 113 101 93 1 	0 	2	0
61 98 12 	2 	2	0
2 105 25 3546 14 4 53 37 545 18 125 36 53 37 848 1441 3 67 962 11 10 246 18 2 80 4 18 515 39 1 	2 	0	0
